Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,1620.000000,1750.000000,1617.750000,1669.699951,1650.886353,7003490
2020-03-24,1653.050049,1770.000000,1632.849976,1703.150024,1683.959595,6350865
2020-03-25,1700.000000,1810.000000,1680.000000,1750.300049,1730.578369,2765520
2020-03-26,1831.599976,1832.050049,1722.550049,1790.949951,1770.770264,4556067
2020-03-27,1820.000000,1850.000000,1750.400024,1824.500000,1803.942261,4331250
2020-03-30,1766.000000,1905.000000,1763.550049,1778.500000,1758.460571,8513547
2020-03-31,1837.400024,1855.000000,1780.000000,1826.099976,1805.524170,3927593
2020-04-01,1825.900024,1834.750000,1702.000000,1708.750000,1689.496460,4941878
2020-04-03,1740.000000,1740.000000,1650.000000,1654.199951,1635.561035,5735369
2020-04-07,1710.000000,1785.849976,1705.000000,1775.199951,1755.197754,5427577
2020-04-08,1760.000000,1806.000000,1701.000000,1705.449951,1686.233643,6285615
2020-04-09,1750.449951,1778.800049,1731.199951,1766.150024,1746.249756,5307397
2020-04-13,1761.000000,1787.000000,1746.000000,1759.250000,1739.427490,2990438
2020-04-15,1785.000000,1812.000000,1727.800049,1735.150024,1715.599121,4761399
2020-04-16,1709.949951,1764.900024,1675.050049,1716.050049,1696.714233,6245533
2020-04-17,1800.000000,1851.949951,1753.000000,1806.199951,1785.848389,9895823
2020-04-20,1830.000000,1830.000000,1802.500000,1818.650024,1798.158325,3244282
2020-04-21,1765.000000,1794.599976,1727.699951,1737.650024,1718.070923,5122541
2020-04-22,1737.650024,1790.000000,1719.150024,1769.500000,1749.561890,3829836
2020-04-23,1780.000000,1900.000000,1760.849976,1878.250000,1857.086548,5934366
2020-04-24,1840.699951,1851.949951,1807.800049,1818.550049,1798.059326,2987102
2020-04-27,1832.300049,1875.000000,1825.000000,1836.599976,1815.905884,3374741
2020-04-28,1865.000000,1868.000000,1832.599976,1859.050049,1838.102905,2678505
2020-04-29,1874.000000,1912.550049,1850.050049,1905.650024,1884.177979,4241510
2020-04-30,1980.000000,2032.000000,1942.199951,2014.449951,1991.751831,5915544
2020-05-04,1966.000000,1966.000000,1913.650024,1930.449951,1908.698364,3729348
2020-05-05,1955.099976,1977.000000,1927.000000,1932.750000,1910.972412,2905528
2020-05-06,1939.800049,1953.699951,1893.599976,1903.599976,1882.151001,3517431
2020-05-07,1910.000000,1934.449951,1883.349976,1891.650024,1870.335693,3166754
2020-05-08,1939.099976,1939.500000,1886.250000,1893.400024,1872.065918,2686530
2020-05-11,1909.000000,1951.400024,1909.000000,1935.300049,1913.493896,2449841
2020-05-12,1933.400024,1956.500000,1910.250000,1949.500000,1927.533813,3256595
2020-05-13,1994.000000,1994.000000,1925.650024,1949.650024,1927.682129,2656665
2020-05-14,1910.000000,1923.099976,1891.099976,1902.349976,1880.915039,2263146
2020-05-15,1916.000000,1917.400024,1865.199951,1892.900024,1871.571411,3173682
2020-05-18,1907.000000,1952.949951,1872.099976,1945.599976,1923.677734,3727694
2020-05-19,1903.000000,1966.449951,1903.000000,1948.650024,1926.693359,3198693
2020-05-20,1950.000000,1962.900024,1931.699951,1953.599976,1931.587646,2778505
2020-05-21,1946.000000,1998.000000,1941.150024,1991.199951,1968.764038,3400908
2020-05-22,1977.099976,2032.000000,1961.250000,2020.349976,1997.585449,3663418
2020-05-26,2015.000000,2024.000000,1925.000000,1943.000000,1921.107056,4575317
2020-05-27,1959.000000,2010.000000,1941.250000,2005.300049,1982.705078,3482160
2020-05-28,1988.500000,2014.000000,1971.300049,2004.300049,1981.716431,3475681
2020-05-29,1982.000000,2002.650024,1962.400024,1972.349976,1950.126343,7237735
2020-06-01,1990.000000,2060.000000,1981.099976,2045.250000,2022.204834,3747773
2020-06-02,2060.199951,2081.000000,2040.050049,2047.150024,2024.083618,2443886
2020-06-03,2051.850098,2063.750000,2020.000000,2046.150024,2029.041626,3699799
2020-06-04,2046.750000,2100.000000,2046.750000,2091.550049,2074.062256,4048593
2020-06-05,2091.600098,2098.000000,2040.300049,2048.250000,2031.124146,3573289
2020-06-08,2078.250000,2095.000000,2062.100098,2071.750000,2054.427490,2957841
2020-06-09,2063.100098,2095.500000,2060.250000,2072.050049,2054.725098,2909439
2020-06-10,2077.050049,2132.000000,2073.500000,2108.750000,2091.118164,5168397
2020-06-11,2100.000000,2105.000000,2061.800049,2067.649902,2050.361572,2269513
2020-06-12,2011.199951,2049.199951,2011.000000,2039.500000,2022.447266,2842642
2020-06-15,2039.099976,2059.000000,2000.949951,2029.900024,2012.927612,2399022
2020-06-16,2065.000000,2073.949951,2031.000000,2045.800049,2028.694702,2146528
2020-06-17,2046.000000,2058.850098,2026.550049,2047.800049,2030.677856,2703527
2020-06-18,2045.000000,2059.199951,2025.199951,2038.099976,2021.058838,1944389
2020-06-19,2042.000000,2090.000000,2032.000000,2044.599976,2027.504639,5681758
2020-06-22,2050.000000,2052.250000,2019.150024,2027.949951,2010.993774,3196138
2020-06-23,2027.000000,2044.000000,2010.000000,2035.300049,2018.282471,4205944
2020-06-24,2034.000000,2064.250000,2031.599976,2042.199951,2025.124512,2560937
2020-06-25,2035.000000,2060.000000,2009.250000,2016.099976,1999.242798,3043931
2020-06-26,2025.000000,2132.000000,2019.949951,2118.850098,2101.134033,6300722
2020-06-29,2108.000000,2127.600098,2091.300049,2101.649902,2084.077637,3076341
2020-06-30,2100.000000,2111.899902,2075.050049,2082.149902,2064.740479,3071725
2020-07-01,2079.699951,2113.949951,2079.500000,2092.050049,2074.557861,2503466
2020-07-02,2102.000000,2165.000000,2098.000000,2157.149902,2139.113281,3758699
2020-07-03,2163.649902,2205.000000,2160.250000,2199.649902,2181.258057,4185208
2020-07-06,2205.000000,2269.899902,2205.000000,2263.199951,2244.276855,5190366
2020-07-07,2275.000000,2302.699951,2232.149902,2269.899902,2250.920898,5630055
2020-07-08,2270.000000,2274.399902,2207.600098,2218.899902,2200.346924,2793358
2020-07-09,2229.000000,2244.500000,2191.050049,2204.350098,2185.919189,3443998
2020-07-10,2205.250000,2249.850098,2176.000000,2222.350098,2203.768555,9610320
2020-07-13,2220.000000,2244.949951,2210.000000,2220.000000,2201.437988,2963503
2020-07-14,2210.000000,2239.000000,2165.000000,2171.949951,2153.789795,2976738
2020-07-15,2185.000000,2260.000000,2181.100098,2233.899902,2215.221680,5569321
2020-07-16,2244.000000,2333.000000,2220.100098,2234.750000,2221.035889,8582118
2020-07-17,2237.000000,2243.899902,2190.050049,2200.750000,2187.244629,4509135
2020-07-20,2201.000000,2226.899902,2190.800049,2207.899902,2194.350586,2952646
2020-07-21,2230.000000,2238.649902,2201.149902,2225.050049,2211.395508,2665286
2020-07-22,2231.000000,2231.000000,2184.199951,2190.949951,2177.504639,2861534
2020-07-23,2190.949951,2190.949951,2163.000000,2171.199951,2157.875977,2265766
2020-07-24,2154.500000,2163.000000,2125.100098,2157.399902,2144.160400,3665100
2020-07-27,2165.000000,2215.000000,2163.500000,2206.800049,2193.257568,4248480
2020-07-28,2215.000000,2320.000000,2215.000000,2309.750000,2295.575684,8092319
2020-07-29,2292.000000,2342.000000,2246.050049,2276.050049,2262.082520,6090431
2020-07-30,2285.899902,2358.000000,2272.250000,2279.500000,2265.511230,7098496
2020-07-31,2303.149902,2334.800049,2257.449951,2281.399902,2267.399414,4723290
2020-08-03,2290.449951,2303.850098,2230.699951,2254.149902,2240.316650,4012337
2020-08-04,2259.949951,2269.649902,2225.050049,2249.699951,2235.894043,2927928
2020-08-05,2260.000000,2300.000000,2253.000000,2259.500000,2245.634033,3800641
2020-08-06,2275.000000,2319.500000,2265.350098,2308.100098,2293.935791,4748047
2020-08-07,2308.000000,2328.000000,2287.000000,2295.350098,2281.264160,3165491
2020-08-10,2318.000000,2325.000000,2276.050049,2282.800049,2268.791016,2929353
2020-08-11,2283.000000,2312.000000,2275.600098,2279.899902,2265.908691,2774423
2020-08-12,2288.350098,2296.399902,2246.550049,2257.350098,2243.497314,3415751
2020-08-13,2273.000000,2300.000000,2250.500000,2254.449951,2240.614990,2695682
2020-08-14,2277.000000,2281.300049,2233.100098,2242.149902,2228.390381,2270405
2020-08-17,2263.000000,2270.000000,2238.250000,2253.399902,2239.571289,2625630
2020-08-18,2262.800049,2289.000000,2248.300049,2269.750000,2255.821045,3493374
2020-08-19,2276.350098,2284.600098,2252.500000,2256.600098,2242.751953,2843005
2020-08-20,2257.000000,2276.550049,2240.050049,2252.850098,2239.024902,2895164
2020-08-21,2260.000000,2271.000000,2241.050049,2248.600098,2234.800781,1975294
2020-08-24,2250.600098,2259.949951,2230.000000,2248.100098,2234.303955,2167966
2020-08-25,2245.000000,2250.000000,2233.550049,2242.649902,2228.887451,1663419
2020-08-26,2242.000000,2259.899902,2216.449951,2253.500000,2239.670654,2618149
2020-08-27,2266.000000,2287.350098,2241.750000,2248.399902,2234.602051,3579393
2020-08-28,2268.399902,2279.949951,2235.100098,2238.550049,2224.812744,2941136
2020-08-31,2240.000000,2276.199951,2228.000000,2257.250000,2243.397705,6018154
2020-09-01,2269.000000,2278.000000,2241.300049,2246.350098,2232.564941,3610908
2020-09-02,2247.000000,2268.750000,2241.649902,2265.149902,2251.249268,2084137
2020-09-03,2268.000000,2324.000000,2268.000000,2299.500000,2285.388428,4654146
2020-09-04,2275.000000,2324.250000,2262.949951,2288.800049,2274.754395,5231303
2020-09-07,2289.000000,2343.500000,2283.350098,2327.050049,2312.769531,4620401
2020-09-08,2335.949951,2390.449951,2327.050049,2348.199951,2333.789795,7453998
2020-09-09,2325.000000,2359.000000,2320.000000,2327.649902,2313.365479,3866535
2020-09-10,2335.000000,2348.500000,2324.300049,2331.149902,2316.844238,2308813
2020-09-11,2330.949951,2383.000000,2330.149902,2374.100098,2359.530762,4145424
2020-09-14,2384.100098,2505.750000,2381.850098,2491.399902,2476.110596,7512131
2020-09-15,2491.399902,2538.000000,2464.600098,2491.399902,2476.110596,7318770
2020-09-16,2488.949951,2507.600098,2477.300049,2503.000000,2487.639648,3074003
2020-09-17,2480.000000,2495.750000,2450.600098,2460.949951,2445.847656,4828176
2020-09-18,2485.000000,2500.399902,2436.399902,2449.899902,2434.865479,4183256
2020-09-21,2465.000000,2504.899902,2452.149902,2465.300049,2450.170898,4598809
2020-09-22,2485.000000,2555.000000,2458.000000,2522.949951,2507.467285,7499613
2020-09-23,2510.000000,2519.850098,2409.000000,2467.449951,2452.307861,7502280
2020-09-24,2450.000000,2450.000000,2302.600098,2332.250000,2317.937744,8424708
2020-09-25,2368.000000,2440.000000,2352.100098,2422.300049,2407.435059,8228267
2020-09-28,2440.000000,2444.000000,2366.000000,2426.300049,2411.410400,4347166
2020-09-29,2434.850098,2511.050049,2426.300049,2488.399902,2473.129150,6995811
2020-09-30,2489.000000,2505.000000,2460.000000,2492.300049,2477.005371,3917166
2020-10-01,2510.000000,2540.000000,2492.300049,2523.449951,2507.964111,2610337
2020-10-05,2620.000000,2728.100098,2603.050049,2705.800049,2689.195068,17412105
2020-10-06,2736.000000,2736.000000,2650.100098,2714.300049,2697.643066,9846367
2020-10-07,2742.000000,2770.000000,2703.000000,2735.949951,2719.160156,9656101
2020-10-08,2800.000000,2885.000000,2800.000000,2825.699951,2808.359375,19839329
2020-10-09,2810.000000,2829.850098,2780.000000,2812.949951,2795.687500,7739245
2020-10-12,2815.500000,2854.000000,2800.750000,2830.000000,2812.632813,4623203
2020-10-13,2845.000000,2854.899902,2812.199951,2826.550049,2809.204102,4209878
2020-10-14,2842.000000,2842.000000,2787.550049,2809.600098,2804.263672,4395936
2020-10-15,2811.000000,2827.750000,2727.000000,2740.600098,2735.394775,6629355
